Year_Month,Line,Card_type,Trip
2022-08,T9 Northern Line,Adult,677158
2022-08,T9 Northern Line,CTP,348248
2022-08,T9 Northern Line,Child/Youth,36948
2022-08,T9 Northern Line,Concession,101978
2022-08,T9 Northern Line,Day Pass without SAF,10
2022-08,T9 Northern Line,Employee,5512
2022-08,T9 Northern Line,Free Travel,684
2022-08,T9 Northern Line,School Student,77412
2022-08,T9 Northern Line,Senior/Pensioner,133242
2022-08,T9 Northern Line,Sgl Trip Rail Adult,1435
2022-08,T9 Northern Line,Sgl Trip Rail Child/Youth,729
2022-09,Blue Mountains Line,Adult,202392
2022-09,Blue Mountains Line,CTP,107058
2022-09,Blue Mountains Line,Child/Youth,15422
2022-09,Blue Mountains Line,Concession,21328
2022-09,Blue Mountains Line,Day Pass Child/Youth w/o SAF,1
2022-09,Blue Mountains Line,Day Pass without SAF,59
2022-09,Blue Mountains Line,Employee,3888
2022-09,Blue Mountains Line,Free Travel,329
2022-09,Blue Mountains Line,School Student,14211
2022-09,Blue Mountains Line,Senior/Pensioner,59534
2022-09,Blue Mountains Line,Sgl Trip Rail Adult,1191
2022-09,Blue Mountains Line,Sgl Trip Rail Child/Youth,818
2022-09,Central Coast Newcastle Line,Adult,352236
2022-09,Central Coast Newcastle Line,CTP,209138
2022-09,Central Coast Newcastle Line,Child/Youth,34368
2022-09,Central Coast Newcastle Line,Concession,46391
2022-09,Central Coast Newcastle Line,Day Pass without SAF,35
2022-09,Central Coast Newcastle Line,Employee,8282
2022-09,Central Coast Newcastle Line,Free Travel,1308
2022-09,Central Coast Newcastle Line,School Student,41195
2022-09,Central Coast Newcastle Line,Senior/Pensioner,124229
2022-09,Central Coast Newcastle Line,Sgl Trip Rail Adult,3144
2022-09,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,2038
2022-09,Hunter Line,Adult,15164
2022-09,Hunter Line,CTP,14404
2022-09,Hunter Line,Child/Youth,2479
2022-09,Hunter Line,Concession,4065
2022-09,Hunter Line,Day Pass without SAF,22
2022-09,Hunter Line,Employee,312
2022-09,Hunter Line,Free Travel,153
2022-09,Hunter Line,School Student,2586
2022-09,Hunter Line,Senior/Pensioner,10062
2022-09,Hunter Line,Sgl Trip Rail Adult,106
2022-09,Hunter Line,Sgl Trip Rail Child/Youth,90
2022-09,South Coast Line,Adult,201394
2022-09,South Coast Line,CTP,150888
2022-09,South Coast Line,Child/Youth,19905
2022-09,South Coast Line,Concession,23152
2022-09,South Coast Line,Day Pass without SAF,32
2022-09,South Coast Line,Employee,3091
2022-09,South Coast Line,Free Travel,420
2022-09,South Coast Line,School Student,15648
2022-09,South Coast Line,Senior/Pensioner,64326
2022-09,South Coast Line,Sgl Trip Rail Adult,1312
2022-09,South Coast Line,Sgl Trip Rail Child/Youth,734
2022-09,Southern Highlands Line,Adult,19640
2022-09,Southern Highlands Line,CTP,11349
2022-09,Southern Highlands Line,Child/Youth,2627
2022-09,Southern Highlands Line,Concession,1858
2022-09,Southern Highlands Line,Day Pass without SAF,3
2022-09,Southern Highlands Line,Employee,255
2022-09,Southern Highlands Line,Free Travel,93
2022-09,Southern Highlands Line,School Student,958
2022-09,Southern Highlands Line,Senior/Pensioner,11174
2022-09,Southern Highlands Line,Sgl Trip Rail Adult,94
2022-09,Southern Highlands Line,Sgl Trip Rail Child/Youth,66
2022-09,T1 North Shore Line,Adult,1293114
2022-09,T1 North Shore Line,CTP,847600
2022-09,T1 North Shore Line,Child/Youth,95657
2022-09,T1 North Shore Line,Concession,158236
2022-09,T1 North Shore Line,Day Pass without SAF,47
2022-09,T1 North Shore Line,Employee,12341
2022-09,T1 North Shore Line,Free Travel,2581
2022-09,T1 North Shore Line,School Student,130277
2022-09,T1 North Shore Line,Senior/Pensioner,225252
2022-09,T1 North Shore Line,Sgl Trip Rail Adult,7375
2022-09,T1 North Shore Line,Sgl Trip Rail Child/Youth,4788
2022-09,T1 Western Line,Adult,1308064
2022-09,T1 Western Line,CTP,660890
2022-09,T1 Western Line,Child/Youth,68571
2022-09,T1 Western Line,Concession,149609
2022-09,T1 Western Line,Day Pass Child/Youth w/o SAF,5
2022-09,T1 Western Line,Day Pass without SAF,259
2022-09,T1 Western Line,Employee,21717
2022-09,T1 Western Line,Free Travel,2385
2022-09,T1 Western Line,School Student,96213
2022-09,T1 Western Line,Senior/Pensioner,239679
2022-09,T1 Western Line,Sgl Trip Rail Adult,6609
2022-09,T1 Western Line,Sgl Trip Rail Child/Youth,4845
2022-09,T2 Inner West Line,Adult,620115
2022-09,T2 Inner West Line,CTP,412514
2022-09,T2 Inner West Line,Child/Youth,31316
2022-09,T2 Inner West Line,Concession,59612
2022-09,T2 Inner West Line,Day Pass without SAF,9
2022-09,T2 Inner West Line,Employee,5510
2022-09,T2 Inner West Line,Free Travel,542
2022-09,T2 Inner West Line,School Student,31464
2022-09,T2 Inner West Line,Senior/Pensioner,104088
2022-09,T2 Inner West Line,Sgl Trip Rail Adult,2792
2022-09,T2 Inner West Line,Sgl Trip Rail Child/Youth,1356
2022-09,T2 Leppington Line,Adult,811211
2022-09,T2 Leppington Line,CTP,439950
2022-09,T2 Leppington Line,Child/Youth,45768
2022-09,T2 Leppington Line,Concession,102314
2022-09,T2 Leppington Line,Day Pass Child/Youth w/o SAF,1
2022-09,T2 Leppington Line,Day Pass without SAF,44
2022-09,T2 Leppington Line,Employee,8671
2022-09,T2 Leppington Line,Free Travel,1183
2022-09,T2 Leppington Line,School Student,46598
2022-09,T2 Leppington Line,Senior/Pensioner,184706
2022-09,T2 Leppington Line,Sgl Trip Rail Adult,4448
2022-09,T2 Leppington Line,Sgl Trip Rail Child/Youth,2656
2022-09,T3 Bankstown Line,Adult,574294
2022-09,T3 Bankstown Line,CTP,328354
2022-09,T3 Bankstown Line,Child/Youth,29532
2022-09,T3 Bankstown Line,Concession,69689
2022-09,T3 Bankstown Line,Day Pass without SAF,11
2022-09,T3 Bankstown Line,Employee,5260
2022-09,T3 Bankstown Line,Free Travel,654
2022-09,T3 Bankstown Line,School Student,34240
2022-09,T3 Bankstown Line,Senior/Pensioner,142508
2022-09,T3 Bankstown Line,Sgl Trip Rail Adult,2829
2022-09,T3 Bankstown Line,Sgl Trip Rail Child/Youth,1527
2022-09,T4 Eastern Suburbs and Illawarra Line,Adult,1590460
2022-09,T4 Eastern Suburbs and Illawarra Line,CTP,1137846
2022-09,T4 Eastern Suburbs and Illawarra Line,Child/Youth,95378
2022-09,T4 Eastern Suburbs and Illawarra Line,Concession,144372
2022-09,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,1
2022-09,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,77
2022-09,T4 Eastern Suburbs and Illawarra Line,Employee,23748
2022-09,T4 Eastern Suburbs and Illawarra Line,Free Travel,3892
2022-09,T4 Eastern Suburbs and Illawarra Line,School Student,96890
2022-09,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,326279
2022-09,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,9268
2022-09,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,5477
2022-09,T5 Cumberland Line,Adult,230606
2022-09,T5 Cumberland Line,CTP,108398
2022-09,T5 Cumberland Line,Child/Youth,10920
2022-09,T5 Cumberland Line,Concession,28529
2022-09,T5 Cumberland Line,Employee,1317
2022-09,T5 Cumberland Line,Free Travel,26
2022-09,T5 Cumberland Line,School Student,15345
2022-09,T5 Cumberland Line,Senior/Pensioner,46531
2022-09,T5 Cumberland Line,Sgl Trip Rail Adult,531
2022-09,T5 Cumberland Line,Sgl Trip Rail Child/Youth,391
2022-09,T6 replacement buses,Adult,7261
2022-09,T6 replacement buses,CTP,369
2022-09,T6 replacement buses,Child/Youth,455
2022-09,T6 replacement buses,Concession,620
2022-09,T6 replacement buses,Employee,45
2022-09,T6 replacement buses,Free Travel,19
2022-09,T6 replacement buses,School Student,670
2022-09,T6 replacement buses,Senior/Pensioner,2222
2022-09,T7 Olympic Park Line,Adult,35345
2022-09,T7 Olympic Park Line,CTP,21652
2022-09,T7 Olympic Park Line,Child/Youth,3295
2022-09,T7 Olympic Park Line,Concession,3202
2022-09,T7 Olympic Park Line,Day Pass without SAF,2
2022-09,T7 Olympic Park Line,Employee,432
2022-09,T7 Olympic Park Line,Free Travel,24
2022-09,T7 Olympic Park Line,School Student,1163
2022-09,T7 Olympic Park Line,Senior/Pensioner,4794
2022-09,T7 Olympic Park Line,Sgl Trip Rail Adult,225
2022-09,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,153
2022-09,T8 Airport and South Line,Adult,1063530
2022-09,T8 Airport and South Line,CTP,781869
2022-09,T8 Airport and South Line,Child/Youth,62091
2022-09,T8 Airport and South Line,Concession,110776
2022-09,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,3
2022-09,T8 Airport and South Line,Day Pass without SAF,54
2022-09,T8 Airport and South Line,Employee,18271
2022-09,T8 Airport and South Line,Free Travel,2258
2022-09,T8 Airport and South Line,School Student,51995
2022-09,T8 Airport and South Line,Senior/Pensioner,171766
2022-09,T8 Airport and South Line,Sgl Trip Rail Adult,34790
2022-09,T8 Airport and South Line,Sgl Trip Rail Child/Youth,8639
2022-09,T9 Northern Line,Adult,651894
2022-09,T9 Northern Line,CTP,352214
2022-09,T9 Northern Line,Child/Youth,45502
2022-09,T9 Northern Line,Concession,87178
2022-09,T9 Northern Line,Day Pass without SAF,7
2022-09,T9 Northern Line,Employee,5754
2022-09,T9 Northern Line,Free Travel,687
2022-09,T9 Northern Line,School Student,53528
2022-09,T9 Northern Line,Senior/Pensioner,132314
2022-09,T9 Northern Line,Sgl Trip Rail Adult,1445
2022-09,T9 Northern Line,Sgl Trip Rail Child/Youth,980
2022-10,Blue Mountains Line,Adult,224261
2022-10,Blue Mountains Line,CTP,124924
2022-10,Blue Mountains Line,Child/Youth,18330
2022-10,Blue Mountains Line,Concession,22878
2022-10,Blue Mountains Line,Day Pass without SAF,63
2022-10,Blue Mountains Line,Employee,4091
2022-10,Blue Mountains Line,Free Travel,362
2022-10,Blue Mountains Line,School Student,15916
2022-10,Blue Mountains Line,Senior/Pensioner,71540
2022-10,Blue Mountains Line,Sgl Trip Rail Adult,1512
2022-10,Blue Mountains Line,Sgl Trip Rail Child/Youth,1019
2022-10,Central Coast Newcastle Line,Adult,355747
2022-10,Central Coast Newcastle Line,CTP,227605
2022-10,Central Coast Newcastle Line,Child/Youth,34742
2022-10,Central Coast Newcastle Line,Concession,46931
2022-10,Central Coast Newcastle Line,Day Pass without SAF,60
2022-10,Central Coast Newcastle Line,Employee,9517
2022-10,Central Coast Newcastle Line,Free Travel,1435
2022-10,Central Coast Newcastle Line,School Student,43157
2022-10,Central Coast Newcastle Line,Senior/Pensioner,134998
2022-10,Central Coast Newcastle Line,Sgl Trip Rail Adult,3908
2022-10,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,2117
2022-10,Hunter Line,Adult,16521
2022-10,Hunter Line,CTP,16064
2022-10,Hunter Line,Child/Youth,2733
2022-10,Hunter Line,Concession,3570
2022-10,Hunter Line,Day Pass without SAF,23
2022-10,Hunter Line,Employee,398
2022-10,Hunter Line,Free Travel,187
2022-10,Hunter Line,School Student,2721
2022-10,Hunter Line,Senior/Pensioner,11223
2022-10,Hunter Line,Sgl Trip Rail Adult,135
2022-10,Hunter Line,Sgl Trip Rail Child/Youth,134
2022-10,South Coast Line,Adult,210492
2022-10,South Coast Line,CTP,166001
2022-10,South Coast Line,Child/Youth,19296
2022-10,South Coast Line,Concession,25157
2022-10,South Coast Line,Day Pass without SAF,24
2022-10,South Coast Line,Employee,3156
2022-10,South Coast Line,Free Travel,426
2022-10,South Coast Line,School Student,17463
2022-10,South Coast Line,Senior/Pensioner,70525
2022-10,South Coast Line,Sgl Trip Rail Adult,1498
2022-10,South Coast Line,Sgl Trip Rail Child/Youth,666
2022-10,Southern Highlands Line,Adult,20319
2022-10,Southern Highlands Line,CTP,13106
2022-10,Southern Highlands Line,Child/Youth,2792
2022-10,Southern Highlands Line,Concession,1955
2022-10,Southern Highlands Line,Day Pass without SAF,3
2022-10,Southern Highlands Line,Employee,349
2022-10,Southern Highlands Line,Free Travel,84
2022-10,Southern Highlands Line,School Student,1067
2022-10,Southern Highlands Line,Senior/Pensioner,11140
2022-10,Southern Highlands Line,Sgl Trip Rail Adult,137
2022-10,Southern Highlands Line,Sgl Trip Rail Child/Youth,77
2022-10,T1 North Shore Line,Adult,1287648
2022-10,T1 North Shore Line,CTP,896966
2022-10,T1 North Shore Line,Child/Youth,93221
2022-10,T1 North Shore Line,Concession,155694
2022-10,T1 North Shore Line,Day Pass Child/Youth w/o SAF,3
2022-10,T1 North Shore Line,Day Pass without SAF,44
2022-10,T1 North Shore Line,Employee,13551
2022-10,T1 North Shore Line,Free Travel,2713
2022-10,T1 North Shore Line,School Student,137369
2022-10,T1 North Shore Line,Senior/Pensioner,238480
2022-10,T1 North Shore Line,Sgl Trip Rail Adult,9154
2022-10,T1 North Shore Line,Sgl Trip Rail Child/Youth,4933
2022-10,T1 Western Line,Adult,1380944
2022-10,T1 Western Line,CTP,736272
2022-10,T1 Western Line,Child/Youth,77297
2022-10,T1 Western Line,Concession,153213
2022-10,T1 Western Line,Day Pass Child/Youth w/o SAF,50
2022-10,T1 Western Line,Day Pass without SAF,226
2022-10,T1 Western Line,Employee,23268
2022-10,T1 Western Line,Free Travel,2569
2022-10,T1 Western Line,School Student,100026
2022-10,T1 Western Line,Senior/Pensioner,265865
2022-10,T1 Western Line,Sgl Trip Rail Adult,7963
2022-10,T1 Western Line,Sgl Trip Rail Child/Youth,5869
2022-10,T2 Inner West Line,Adult,654602
2022-10,T2 Inner West Line,CTP,460512
2022-10,T2 Inner West Line,Child/Youth,33096
2022-10,T2 Inner West Line,Concession,63390
2022-10,T2 Inner West Line,Day Pass Child/Youth w/o SAF,1
2022-10,T2 Inner West Line,Day Pass without SAF,10
2022-10,T2 Inner West Line,Employee,6097
2022-10,T2 Inner West Line,Free Travel,611
2022-10,T2 Inner West Line,School Student,35170
2022-10,T2 Inner West Line,Senior/Pensioner,114006
2022-10,T2 Inner West Line,Sgl Trip Rail Adult,3341
2022-10,T2 Inner West Line,Sgl Trip Rail Child/Youth,1572
2022-10,T2 Leppington Line,Adult,845076
2022-10,T2 Leppington Line,CTP,483947
2022-10,T2 Leppington Line,Child/Youth,49827
2022-10,T2 Leppington Line,Concession,103750
2022-10,T2 Leppington Line,Day Pass Child/Youth w/o SAF,1
2022-10,T2 Leppington Line,Day Pass without SAF,45
2022-10,T2 Leppington Line,Employee,9602
2022-10,T2 Leppington Line,Free Travel,1236
2022-10,T2 Leppington Line,School Student,49462
2022-10,T2 Leppington Line,Senior/Pensioner,198320
2022-10,T2 Leppington Line,Sgl Trip Rail Adult,5242
2022-10,T2 Leppington Line,Sgl Trip Rail Child/Youth,3015
2022-10,T3 Bankstown Line,Adult,612888
2022-10,T3 Bankstown Line,CTP,377903
2022-10,T3 Bankstown Line,Child/Youth,33740
2022-10,T3 Bankstown Line,Concession,70357
2022-10,T3 Bankstown Line,Day Pass Child/Youth w/o SAF,2
2022-10,T3 Bankstown Line,Day Pass without SAF,18
2022-10,T3 Bankstown Line,Employee,6315
2022-10,T3 Bankstown Line,Free Travel,736
2022-10,T3 Bankstown Line,School Student,34180
2022-10,T3 Bankstown Line,Senior/Pensioner,155966
2022-10,T3 Bankstown Line,Sgl Trip Rail Adult,3770
2022-10,T3 Bankstown Line,Sgl Trip Rail Child/Youth,2067
2022-10,T4 Eastern Suburbs and Illawarra Line,Adult,1725144
2022-10,T4 Eastern Suburbs and Illawarra Line,CTP,1333657
2022-10,T4 Eastern Suburbs and Illawarra Line,Child/Youth,108230
2022-10,T4 Eastern Suburbs and Illawarra Line,Concession,155242
2022-10,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,4
2022-10,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,142
2022-10,T4 Eastern Suburbs and Illawarra Line,Employee,27965
2022-10,T4 Eastern Suburbs and Illawarra Line,Free Travel,4423
2022-10,T4 Eastern Suburbs and Illawarra Line,School Student,99408
2022-10,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,373064
2022-10,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,11792
2022-10,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,6547
2022-10,T5 Cumberland Line,Adult,285741
2022-10,T5 Cumberland Line,CTP,142524
2022-10,T5 Cumberland Line,Child/Youth,15316
2022-10,T5 Cumberland Line,Concession,34427
2022-10,T5 Cumberland Line,Day Pass Child/Youth w/o SAF,11
2022-10,T5 Cumberland Line,Employee,1816
2022-10,T5 Cumberland Line,Free Travel,41
2022-10,T5 Cumberland Line,School Student,18531
2022-10,T5 Cumberland Line,Senior/Pensioner,60879
2022-10,T5 Cumberland Line,Sgl Trip Rail Adult,851
2022-10,T5 Cumberland Line,Sgl Trip Rail Child/Youth,536
2022-10,T6 replacement buses,Adult,7569
2022-10,T6 replacement buses,CTP,538
2022-10,T6 replacement buses,Child/Youth,559
2022-10,T6 replacement buses,Concession,684
2022-10,T6 replacement buses,Employee,80
2022-10,T6 replacement buses,Free Travel,24
2022-10,T6 replacement buses,School Student,657
2022-10,T6 replacement buses,Senior/Pensioner,2437
2022-10,T7 Olympic Park Line,Adult,38764
2022-10,T7 Olympic Park Line,CTP,29860
2022-10,T7 Olympic Park Line,Child/Youth,2642
2022-10,T7 Olympic Park Line,Concession,3945
2022-10,T7 Olympic Park Line,Day Pass without SAF,4
2022-10,T7 Olympic Park Line,Employee,447
2022-10,T7 Olympic Park Line,Free Travel,21
2022-10,T7 Olympic Park Line,School Student,1341
2022-10,T7 Olympic Park Line,Senior/Pensioner,5857
2022-10,T7 Olympic Park Line,Sgl Trip Rail Adult,139
2022-10,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,54
2022-10,T8 Airport and South Line,Adult,1142060
2022-10,T8 Airport and South Line,CTP,889095
2022-10,T8 Airport and South Line,Child/Youth,67064
2022-10,T8 Airport and South Line,Concession,115479
2022-10,T8 Airport and South Line,Day Pass without SAF,45
2022-10,T8 Airport and South Line,Employee,19855
2022-10,T8 Airport and South Line,Free Travel,2452
2022-10,T8 Airport and South Line,School Student,52085
2022-10,T8 Airport and South Line,Senior/Pensioner,192754
2022-10,T8 Airport and South Line,Sgl Trip Rail Adult,41536
2022-10,T8 Airport and South Line,Sgl Trip Rail Child/Youth,9174
2022-10,T9 Northern Line,Adult,674403
2022-10,T9 Northern Line,CTP,386199
2022-10,T9 Northern Line,Child/Youth,46665
2022-10,T9 Northern Line,Concession,89444
2022-10,T9 Northern Line,Day Pass without SAF,6
2022-10,T9 Northern Line,Employee,6343
2022-10,T9 Northern Line,Free Travel,654
2022-10,T9 Northern Line,School Student,52721
2022-10,T9 Northern Line,Senior/Pensioner,139924
2022-10,T9 Northern Line,Sgl Trip Rail Adult,1757
2022-10,T9 Northern Line,Sgl Trip Rail Child/Youth,1125
2022-11,Blue Mountains Line,Adult,178595
2022-11,Blue Mountains Line,CTP,101257
2022-11,Blue Mountains Line,Child/Youth,11830
2022-11,Blue Mountains Line,Concession,13607
2022-11,Blue Mountains Line,Day Pass without SAF,43
2022-11,Blue Mountains Line,Employee,3581
2022-11,Blue Mountains Line,Free Travel,313
2022-11,Blue Mountains Line,School Student,15018
2022-11,Blue Mountains Line,Senior/Pensioner,55623
2022-11,Blue Mountains Line,Sgl Trip Rail Adult,1280
