Year_Month,Line,Card_type,Trip
2021-01,T2 Inner West Line,Employee,10894
2021-01,T2 Inner West Line,Free Travel,533
2021-01,T2 Inner West Line,School Student,2595
2021-01,T2 Inner West Line,Senior/Pensioner,71854
2021-01,T2 Inner West Line,Sgl Trip Rail Adult,1172
2021-01,T2 Inner West Line,Sgl Trip Rail Child/Youth,1084
2021-01,T2 Leppington Line,Adult,760706
2021-01,T2 Leppington Line,CTP,219589
2021-01,T2 Leppington Line,Child/Youth,57338
2021-01,T2 Leppington Line,Concession,60169
2021-01,T2 Leppington Line,Day Pass without SAF,45
2021-01,T2 Leppington Line,Employee,16803
2021-01,T2 Leppington Line,Free Travel,1129
2021-01,T2 Leppington Line,School Student,2968
2021-01,T2 Leppington Line,Senior/Pensioner,150125
2021-01,T2 Leppington Line,Sgl Trip Rail Adult,2653
2021-01,T2 Leppington Line,Sgl Trip Rail Child/Youth,2466
2021-01,T3 Bankstown Line,Adult,639096
2021-01,T3 Bankstown Line,CTP,198497
2021-01,T3 Bankstown Line,Child/Youth,53110
2021-01,T3 Bankstown Line,Concession,50544
2021-01,T3 Bankstown Line,Day Pass without SAF,14
2021-01,T3 Bankstown Line,Employee,11173
2021-01,T3 Bankstown Line,Free Travel,689
2021-01,T3 Bankstown Line,School Student,2012
2021-01,T3 Bankstown Line,Senior/Pensioner,137529
2021-01,T3 Bankstown Line,Sgl Trip Rail Adult,2249
2021-01,T3 Bankstown Line,Sgl Trip Rail Child/Youth,2158
2021-01,T4 Eastern Suburbs and Illawarra Line,Adult,1538773
2021-01,T4 Eastern Suburbs and Illawarra Line,CTP,635157
2021-01,T4 Eastern Suburbs and Illawarra Line,Child/Youth,142823
2021-01,T4 Eastern Suburbs and Illawarra Line,Concession,108039
2021-01,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,44
2021-01,T4 Eastern Suburbs and Illawarra Line,Employee,37568
2021-01,T4 Eastern Suburbs and Illawarra Line,Free Travel,3446
2021-01,T4 Eastern Suburbs and Illawarra Line,School Student,8628
2021-01,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,257663
2021-01,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,5970
2021-01,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,6211
2021-01,T5 Cumberland Line,Adult,201514
2021-01,T5 Cumberland Line,CTP,50105
2021-01,T5 Cumberland Line,Child/Youth,13987
2021-01,T5 Cumberland Line,Concession,14194
2021-01,T5 Cumberland Line,Day Pass without SAF,3
2021-01,T5 Cumberland Line,Employee,2953
2021-01,T5 Cumberland Line,Free Travel,26
2021-01,T5 Cumberland Line,School Student,771
2021-01,T5 Cumberland Line,Senior/Pensioner,40109
2021-01,T5 Cumberland Line,Sgl Trip Rail Adult,263
2021-01,T5 Cumberland Line,Sgl Trip Rail Child/Youth,321
2021-01,T6 replacement buses,Adult,5673
2021-01,T6 replacement buses,CTP,107
2021-01,T6 replacement buses,Child/Youth,601
2021-01,T6 replacement buses,Concession,421
2021-01,T6 replacement buses,Employee,17
2021-01,T6 replacement buses,Free Travel,3
2021-01,T6 replacement buses,School Student,21
2021-01,T6 replacement buses,Senior/Pensioner,1899
2021-01,T7 Olympic Park Line,Adult,19725
2021-01,T7 Olympic Park Line,CTP,6120
2021-01,T7 Olympic Park Line,Child/Youth,1207
2021-01,T7 Olympic Park Line,Concession,1121
2021-01,T7 Olympic Park Line,Day Pass without SAF,2
2021-01,T7 Olympic Park Line,Employee,383
2021-01,T7 Olympic Park Line,Free Travel,9
2021-01,T7 Olympic Park Line,School Student,42
2021-01,T7 Olympic Park Line,Senior/Pensioner,1971
2021-01,T7 Olympic Park Line,Sgl Trip Rail Adult,34
2021-01,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,46
2021-01,T8 Airport and South Line,Adult,827040
2021-01,T8 Airport and South Line,CTP,305569
2021-01,T8 Airport and South Line,Child/Youth,62342
2021-01,T8 Airport and South Line,Concession,65615
2021-01,T8 Airport and South Line,Day Pass without SAF,29
2021-01,T8 Airport and South Line,Employee,29601
2021-01,T8 Airport and South Line,Free Travel,1659
2021-01,T8 Airport and South Line,School Student,3047
2021-01,T8 Airport and South Line,Senior/Pensioner,110521
2021-01,T8 Airport and South Line,Sgl Trip Rail Adult,6946
2021-01,T8 Airport and South Line,Sgl Trip Rail Child/Youth,4490
2021-01,T9 Northern Line,Adult,591055
2021-01,T9 Northern Line,CTP,183783
2021-01,T9 Northern Line,Child/Youth,58781
2021-01,T9 Northern Line,Concession,55153
2021-01,T9 Northern Line,Day Pass without SAF,2
2021-01,T9 Northern Line,Employee,9990
2021-01,T9 Northern Line,Free Travel,527
2021-01,T9 Northern Line,School Student,4464
2021-01,T9 Northern Line,Senior/Pensioner,86556
2021-01,T9 Northern Line,Sgl Trip Rail Adult,836
2021-01,T9 Northern Line,Sgl Trip Rail Child/Youth,941
2021-02,Blue Mountains Line,Adult,215611
2021-02,Blue Mountains Line,CTP,62843
2021-02,Blue Mountains Line,Child/Youth,13691
2021-02,Blue Mountains Line,Concession,20488
2021-02,Blue Mountains Line,Day Pass without SAF,58
2021-02,Blue Mountains Line,Employee,7881
2021-02,Blue Mountains Line,Free Travel,489
2021-02,Blue Mountains Line,School Student,29602
2021-02,Blue Mountains Line,Senior/Pensioner,58722
2021-02,Blue Mountains Line,Sgl Trip Rail Adult,840
2021-02,Blue Mountains Line,Sgl Trip Rail Child/Youth,620
2021-02,Central Coast Newcastle Line,Adult,400043
2021-02,Central Coast Newcastle Line,CTP,129640
2021-02,Central Coast Newcastle Line,Child/Youth,31907
2021-02,Central Coast Newcastle Line,Concession,44189
2021-02,Central Coast Newcastle Line,Day Pass without SAF,43
2021-02,Central Coast Newcastle Line,Employee,14823
2021-02,Central Coast Newcastle Line,Free Travel,1480
2021-02,Central Coast Newcastle Line,School Student,71111
2021-02,Central Coast Newcastle Line,Senior/Pensioner,114170
2021-02,Central Coast Newcastle Line,Sgl Trip Rail Adult,2704
2021-02,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,1258
2021-02,Hunter Line,Adult,19030
2021-02,Hunter Line,CTP,11709
2021-02,Hunter Line,Child/Youth,3274
2021-02,Hunter Line,Concession,3834
2021-02,Hunter Line,Day Pass without SAF,24
2021-02,Hunter Line,Employee,359
2021-02,Hunter Line,Free Travel,137
2021-02,Hunter Line,School Student,4437
2021-02,Hunter Line,Senior/Pensioner,9476
2021-02,Hunter Line,Sgl Trip Rail Adult,154
2021-02,Hunter Line,Sgl Trip Rail Child/Youth,138
2021-02,South Coast Line,Adult,210234
2021-02,South Coast Line,CTP,86981
2021-02,South Coast Line,Child/Youth,14840
2021-02,South Coast Line,Concession,20557
2021-02,South Coast Line,Day Pass without SAF,32
2021-02,South Coast Line,Employee,4359
2021-02,South Coast Line,Free Travel,470
2021-02,South Coast Line,School Student,29294
2021-02,South Coast Line,Senior/Pensioner,54892
2021-02,South Coast Line,Sgl Trip Rail Adult,966
2021-02,South Coast Line,Sgl Trip Rail Child/Youth,415
2021-02,Southern Highlands Line,Adult,21583
2021-02,Southern Highlands Line,CTP,7294
2021-02,Southern Highlands Line,Child/Youth,2597
2021-02,Southern Highlands Line,Concession,2030
2021-02,Southern Highlands Line,Day Pass without SAF,4
2021-02,Southern Highlands Line,Employee,665
2021-02,Southern Highlands Line,Free Travel,84
2021-02,Southern Highlands Line,School Student,2079
2021-02,Southern Highlands Line,Senior/Pensioner,9210
2021-02,Southern Highlands Line,Sgl Trip Rail Adult,66
2021-02,Southern Highlands Line,Sgl Trip Rail Child/Youth,63
2021-02,T1 North Shore Line,Adult,1443302
2021-02,T1 North Shore Line,CTP,553863
2021-02,T1 North Shore Line,Child/Youth,96922
2021-02,T1 North Shore Line,Concession,153799
2021-02,T1 North Shore Line,Day Pass without SAF,10
2021-02,T1 North Shore Line,Employee,26601
2021-02,T1 North Shore Line,Free Travel,3582
2021-02,T1 North Shore Line,School Student,211356
2021-02,T1 North Shore Line,Senior/Pensioner,209928
2021-02,T1 North Shore Line,Sgl Trip Rail Adult,5112
2021-02,T1 North Shore Line,Sgl Trip Rail Child/Youth,3047
2021-02,T1 Western Line,Adult,1288874
2021-02,T1 Western Line,CTP,356669
2021-02,T1 Western Line,Child/Youth,65659
2021-02,T1 Western Line,Concession,125989
2021-02,T1 Western Line,Day Pass Child/Youth w/o SAF,2
2021-02,T1 Western Line,Day Pass without SAF,233
2021-02,T1 Western Line,Employee,37692
2021-02,T1 Western Line,Free Travel,2698
2021-02,T1 Western Line,School Student,150854
2021-02,T1 Western Line,Senior/Pensioner,221169
2021-02,T1 Western Line,Sgl Trip Rail Adult,5334
2021-02,T1 Western Line,Sgl Trip Rail Child/Youth,3854
2021-02,T2 Inner West Line,Adult,689426
2021-02,T2 Inner West Line,CTP,259588
2021-02,T2 Inner West Line,Child/Youth,33770
2021-02,T2 Inner West Line,Concession,66071
2021-02,T2 Inner West Line,Day Pass without SAF,10
2021-02,T2 Inner West Line,Employee,12826
2021-02,T2 Inner West Line,Free Travel,844
2021-02,T2 Inner West Line,School Student,54604
2021-02,T2 Inner West Line,Senior/Pensioner,102081
2021-02,T2 Inner West Line,Sgl Trip Rail Adult,1676
2021-02,T2 Inner West Line,Sgl Trip Rail Child/Youth,937
2021-02,T2 Leppington Line,Adult,841802
2021-02,T2 Leppington Line,CTP,264464
2021-02,T2 Leppington Line,Child/Youth,47734
2021-02,T2 Leppington Line,Concession,95035
2021-02,T2 Leppington Line,Day Pass without SAF,52
2021-02,T2 Leppington Line,Employee,17954
2021-02,T2 Leppington Line,Free Travel,1696
2021-02,T2 Leppington Line,School Student,76205
2021-02,T2 Leppington Line,Senior/Pensioner,175662
2021-02,T2 Leppington Line,Sgl Trip Rail Adult,3370
2021-02,T2 Leppington Line,Sgl Trip Rail Child/Youth,2011
2021-02,T3 Bankstown Line,Adult,781137
2021-02,T3 Bankstown Line,CTP,259828
2021-02,T3 Bankstown Line,Child/Youth,45692
2021-02,T3 Bankstown Line,Concession,84021
2021-02,T3 Bankstown Line,Day Pass without SAF,16
2021-02,T3 Bankstown Line,Employee,12836
2021-02,T3 Bankstown Line,Free Travel,1058
2021-02,T3 Bankstown Line,School Student,57904
2021-02,T3 Bankstown Line,Senior/Pensioner,174565
2021-02,T3 Bankstown Line,Sgl Trip Rail Adult,2812
2021-02,T3 Bankstown Line,Sgl Trip Rail Child/Youth,1810
2021-02,T4 Eastern Suburbs and Illawarra Line,Adult,1713603
2021-02,T4 Eastern Suburbs and Illawarra Line,CTP,748986
2021-02,T4 Eastern Suburbs and Illawarra Line,Child/Youth,90815
2021-02,T4 Eastern Suburbs and Illawarra Line,Concession,145573
2021-02,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,73
2021-02,T4 Eastern Suburbs and Illawarra Line,Employee,38119
2021-02,T4 Eastern Suburbs and Illawarra Line,Free Travel,4454
2021-02,T4 Eastern Suburbs and Illawarra Line,School Student,159185
2021-02,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,303532
2021-02,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,6948
2021-02,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,4401
2021-02,T5 Cumberland Line,Adult,293372
2021-02,T5 Cumberland Line,CTP,75593
2021-02,T5 Cumberland Line,Child/Youth,13292
2021-02,T5 Cumberland Line,Concession,29189
2021-02,T5 Cumberland Line,Employee,4042
2021-02,T5 Cumberland Line,Free Travel,101
2021-02,T5 Cumberland Line,School Student,30398
2021-02,T5 Cumberland Line,Senior/Pensioner,58064
2021-02,T5 Cumberland Line,Sgl Trip Rail Adult,478
2021-02,T5 Cumberland Line,Sgl Trip Rail Child/Youth,303
2021-02,T6 replacement buses,Adult,6984
2021-02,T6 replacement buses,CTP,22
2021-02,T6 replacement buses,Child/Youth,475
2021-02,T6 replacement buses,Concession,543
2021-02,T6 replacement buses,Day Pass without SAF,3
2021-02,T6 replacement buses,Employee,23
2021-02,T6 replacement buses,Free Travel,9
2021-02,T6 replacement buses,School Student,878
2021-02,T6 replacement buses,Senior/Pensioner,1789
2021-02,T6 replacement buses,Sgl Trip Rail Adult,1
2021-02,T7 Olympic Park Line,Adult,29285
2021-02,T7 Olympic Park Line,CTP,8052
2021-02,T7 Olympic Park Line,Child/Youth,1335
2021-02,T7 Olympic Park Line,Concession,2042
2021-02,T7 Olympic Park Line,Day Pass without SAF,2
2021-02,T7 Olympic Park Line,Employee,437
2021-02,T7 Olympic Park Line,Free Travel,9
2021-02,T7 Olympic Park Line,School Student,1639
2021-02,T7 Olympic Park Line,Senior/Pensioner,3969
2021-02,T7 Olympic Park Line,Sgl Trip Rail Adult,63
2021-02,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,61
2021-02,T8 Airport and South Line,Adult,1028685
2021-02,T8 Airport and South Line,CTP,391573
2021-02,T8 Airport and South Line,Child/Youth,47281
2021-02,T8 Airport and South Line,Concession,102730
2021-02,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,1
2021-02,T8 Airport and South Line,Day Pass without SAF,44
2021-02,T8 Airport and South Line,Employee,31871
2021-02,T8 Airport and South Line,Free Travel,2548
2021-02,T8 Airport and South Line,School Student,81925
2021-02,T8 Airport and South Line,Senior/Pensioner,144727
2021-02,T8 Airport and South Line,Sgl Trip Rail Adult,12548
2021-02,T8 Airport and South Line,Sgl Trip Rail Child/Youth,3802
2021-02,T9 Northern Line,Adult,698236
2021-02,T9 Northern Line,CTP,223589
2021-02,T9 Northern Line,Child/Youth,47279
2021-02,T9 Northern Line,Concession,84507
2021-02,T9 Northern Line,Day Pass without SAF,1
2021-02,T9 Northern Line,Employee,10809
2021-02,T9 Northern Line,Free Travel,767
2021-02,T9 Northern Line,School Student,76522
2021-02,T9 Northern Line,Senior/Pensioner,116405
2021-02,T9 Northern Line,Sgl Trip Rail Adult,1189
2021-02,T9 Northern Line,Sgl Trip Rail Child/Youth,726
2021-03,Blue Mountains Line,Adult,248167
2021-03,Blue Mountains Line,CTP,75077
2021-03,Blue Mountains Line,Child/Youth,14124
2021-03,Blue Mountains Line,Concession,34830
2021-03,Blue Mountains Line,Day Pass Child/Youth w/o SAF,1
2021-03,Blue Mountains Line,Day Pass without SAF,88
2021-03,Blue Mountains Line,Employee,9025
2021-03,Blue Mountains Line,Free Travel,572
2021-03,Blue Mountains Line,School Student,32814
2021-03,Blue Mountains Line,Senior/Pensioner,70141
2021-03,Blue Mountains Line,Sgl Trip Rail Adult,1155
2021-03,Blue Mountains Line,Sgl Trip Rail Child/Youth,775
2021-03,Central Coast Newcastle Line,Adult,456765
2021-03,Central Coast Newcastle Line,CTP,151543
2021-03,Central Coast Newcastle Line,Child/Youth,30131
2021-03,Central Coast Newcastle Line,Concession,75823
2021-03,Central Coast Newcastle Line,Day Pass without SAF,52
2021-03,Central Coast Newcastle Line,Employee,16221
2021-03,Central Coast Newcastle Line,Free Travel,1546
2021-03,Central Coast Newcastle Line,School Student,83387
2021-03,Central Coast Newcastle Line,Senior/Pensioner,131196
2021-03,Central Coast Newcastle Line,Sgl Trip Rail Adult,3314
2021-03,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,1420
2021-03,Hunter Line,Adult,19000
2021-03,Hunter Line,CTP,11043
2021-03,Hunter Line,Child/Youth,2377
2021-03,Hunter Line,Concession,7063
2021-03,Hunter Line,Day Pass without SAF,20
2021-03,Hunter Line,Employee,390
2021-03,Hunter Line,Free Travel,159
2021-03,Hunter Line,School Student,3960
2021-03,Hunter Line,Senior/Pensioner,9323
2021-03,Hunter Line,Sgl Trip Rail Adult,168
2021-03,Hunter Line,Sgl Trip Rail Child/Youth,155
2021-03,South Coast Line,Adult,243704
2021-03,South Coast Line,CTP,102839
2021-03,South Coast Line,Child/Youth,16193
2021-03,South Coast Line,Concession,34189
2021-03,South Coast Line,Day Pass without SAF,38
2021-03,South Coast Line,Employee,5121
2021-03,South Coast Line,Free Travel,559
2021-03,South Coast Line,School Student,31010
2021-03,South Coast Line,Senior/Pensioner,66927
2021-03,South Coast Line,Sgl Trip Rail Adult,1193
2021-03,South Coast Line,Sgl Trip Rail Child/Youth,430
2021-03,Southern Highlands Line,Adult,25181
2021-03,Southern Highlands Line,CTP,7984
2021-03,Southern Highlands Line,Child/Youth,2794
2021-03,Southern Highlands Line,Concession,3360
2021-03,Southern Highlands Line,Day Pass without SAF,3
2021-03,Southern Highlands Line,Employee,714
2021-03,Southern Highlands Line,Free Travel,136
2021-03,Southern Highlands Line,School Student,2289
2021-03,Southern Highlands Line,Senior/Pensioner,10906
2021-03,Southern Highlands Line,Sgl Trip Rail Adult,96
2021-03,Southern Highlands Line,Sgl Trip Rail Child/Youth,40
2021-03,T1 North Shore Line,Adult,1669777
2021-03,T1 North Shore Line,CTP,652121
2021-03,T1 North Shore Line,Child/Youth,85477
2021-03,T1 North Shore Line,Concession,245643
2021-03,T1 North Shore Line,Day Pass without SAF,12
2021-03,T1 North Shore Line,Employee,29595
2021-03,T1 North Shore Line,Free Travel,4113
2021-03,T1 North Shore Line,School Student,236409
2021-03,T1 North Shore Line,Senior/Pensioner,244962
2021-03,T1 North Shore Line,Sgl Trip Rail Adult,6565
2021-03,T1 North Shore Line,Sgl Trip Rail Child/Youth,3433
2021-03,T1 Western Line,Adult,1516491
2021-03,T1 Western Line,CTP,435892
2021-03,T1 Western Line,Child/Youth,63733
2021-03,T1 Western Line,Concession,212390
2021-03,T1 Western Line,Day Pass Child/Youth w/o SAF,15
2021-03,T1 Western Line,Day Pass without SAF,311
2021-03,T1 Western Line,Employee,44049
2021-03,T1 Western Line,Free Travel,2972
2021-03,T1 Western Line,School Student,180355
2021-03,T1 Western Line,Senior/Pensioner,262700
2021-03,T1 Western Line,Sgl Trip Rail Adult,6808
2021-03,T1 Western Line,Sgl Trip Rail Child/Youth,4608
2021-03,T2 Inner West Line,Adult,760422
2021-03,T2 Inner West Line,CTP,295316
2021-03,T2 Inner West Line,Child/Youth,31421
2021-03,T2 Inner West Line,Concession,93230
2021-03,T2 Inner West Line,Day Pass without SAF,13
2021-03,T2 Inner West Line,Employee,13733
2021-03,T2 Inner West Line,Free Travel,1041
2021-03,T2 Inner West Line,School Student,61085
2021-03,T2 Inner West Line,Senior/Pensioner,117136
2021-03,T2 Inner West Line,Sgl Trip Rail Adult,2224
2021-03,T2 Inner West Line,Sgl Trip Rail Child/Youth,1180
2021-03,T2 Leppington Line,Adult,1037618
2021-03,T2 Leppington Line,CTP,338592
2021-03,T2 Leppington Line,Child/Youth,50785
2021-03,T2 Leppington Line,Concession,159378
2021-03,T2 Leppington Line,Day Pass without SAF,78
2021-03,T2 Leppington Line,Employee,22015
2021-03,T2 Leppington Line,Free Travel,2121
2021-03,T2 Leppington Line,School Student,95028
2021-03,T2 Leppington Line,Senior/Pensioner,223008
2021-03,T2 Leppington Line,Sgl Trip Rail Adult,4680
2021-03,T2 Leppington Line,Sgl Trip Rail Child/Youth,2571
2021-03,T3 Bankstown Line,Adult,851759
2021-03,T3 Bankstown Line,CTP,294844
2021-03,T3 Bankstown Line,Child/Youth,41126
2021-03,T3 Bankstown Line,Concession,125427
2021-03,T3 Bankstown Line,Day Pass Child/Youth w/o SAF,1
2021-03,T3 Bankstown Line,Day Pass without SAF,16
2021-03,T3 Bankstown Line,Employee,13953
2021-03,T3 Bankstown Line,Free Travel,1062
2021-03,T3 Bankstown Line,School Student,66651
2021-03,T3 Bankstown Line,Senior/Pensioner,196640
2021-03,T3 Bankstown Line,Sgl Trip Rail Adult,3098
2021-03,T3 Bankstown Line,Sgl Trip Rail Child/Youth,1962
2021-03,T4 Eastern Suburbs and Illawarra Line,Adult,1982189
2021-03,T4 Eastern Suburbs and Illawarra Line,CTP,885193
2021-03,T4 Eastern Suburbs and Illawarra Line,Child/Youth,90531
2021-03,T4 Eastern Suburbs and Illawarra Line,Concession,215502
2021-03,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,1
2021-03,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,54
2021-03,T4 Eastern Suburbs and Illawarra Line,Employee,44410
2021-03,T4 Eastern Suburbs and Illawarra Line,Free Travel,5251
2021-03,T4 Eastern Suburbs and Illawarra Line,School Student,180345
2021-03,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,364451
2021-03,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,8248
2021-03,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,5321
2021-03,T5 Cumberland Line,Adult,284364
2021-03,T5 Cumberland Line,CTP,76402
2021-03,T5 Cumberland Line,Child/Youth,10305
2021-03,T5 Cumberland Line,Concession,42656
2021-03,T5 Cumberland Line,Day Pass without SAF,2
2021-03,T5 Cumberland Line,Employee,3490
2021-03,T5 Cumberland Line,Free Travel,63
2021-03,T5 Cumberland Line,School Student,29213
2021-03,T5 Cumberland Line,Senior/Pensioner,55829
2021-03,T5 Cumberland Line,Sgl Trip Rail Adult,530
2021-03,T5 Cumberland Line,Sgl Trip Rail Child/Youth,312
2021-03,T6 replacement buses,Adult,8548
2021-03,T6 replacement buses,CTP,26
2021-03,T6 replacement buses,Child/Youth,563
2021-03,T6 replacement buses,Concession,803
2021-03,T6 replacement buses,Employee,32
2021-03,T6 replacement buses,Free Travel,20
2021-03,T6 replacement buses,School Student,888
2021-03,T6 replacement buses,Senior/Pensioner,2244
2021-03,T7 Olympic Park Line,Adult,37870
2021-03,T7 Olympic Park Line,CTP,12024
2021-03,T7 Olympic Park Line,Child/Youth,2200
2021-03,T7 Olympic Park Line,Concession,3669
2021-03,T7 Olympic Park Line,Day Pass without SAF,3
2021-03,T7 Olympic Park Line,Employee,662
2021-03,T7 Olympic Park Line,Free Travel,57
2021-03,T7 Olympic Park Line,School Student,2194
2021-03,T7 Olympic Park Line,Senior/Pensioner,4794
2021-03,T7 Olympic Park Line,Sgl Trip Rail Adult,110
2021-03,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,94
2021-03,T8 Airport and South Line,Adult,1228446
2021-03,T8 Airport and South Line,CTP,491709
2021-03,T8 Airport and South Line,Child/Youth,49299
2021-03,T8 Airport and South Line,Concession,157702
2021-03,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,9
2021-03,T8 Airport and South Line,Day Pass without SAF,28
2021-03,T8 Airport and South Line,Employee,36885
2021-03,T8 Airport and South Line,Free Travel,2848
2021-03,T8 Airport and South Line,School Student,95789
2021-03,T8 Airport and South Line,Senior/Pensioner,177364
2021-03,T8 Airport and South Line,Sgl Trip Rail Adult,21259
2021-03,T8 Airport and South Line,Sgl Trip Rail Child/Youth,4944
2021-03,T9 Northern Line,Adult,772130
2021-03,T9 Northern Line,CTP,252401
2021-03,T9 Northern Line,Child/Youth,41691
2021-03,T9 Northern Line,Concession,129248
2021-03,T9 Northern Line,Day Pass without SAF,7
2021-03,T9 Northern Line,Employee,11449
2021-03,T9 Northern Line,Free Travel,778
2021-03,T9 Northern Line,School Student,88883
2021-03,T9 Northern Line,Senior/Pensioner,134217
2021-03,T9 Northern Line,Sgl Trip Rail Adult,1295
2021-03,T9 Northern Line,Sgl Trip Rail Child/Youth,783
2021-04,Blue Mountains Line,Adult,267221
2021-04,Blue Mountains Line,CTP,91828
2021-04,Blue Mountains Line,Child/Youth,29618
2021-04,Blue Mountains Line,Concession,29678
2021-04,Blue Mountains Line,Day Pass without SAF,63
2021-04,Blue Mountains Line,Employee,9178
2021-04,Blue Mountains Line,Free Travel,568
2021-04,Blue Mountains Line,School Student,15256
2021-04,Blue Mountains Line,Senior/Pensioner,86051
2021-04,Blue Mountains Line,Sgl Trip Rail Adult,1837
2021-04,Blue Mountains Line,Sgl Trip Rail Child/Youth,1640
2021-04,Central Coast Newcastle Line,Adult,474845
2021-04,Central Coast Newcastle Line,CTP,180737
2021-04,Central Coast Newcastle Line,Child/Youth,60276
2021-04,Central Coast Newcastle Line,Concession,61827
2021-04,Central Coast Newcastle Line,Day Pass without SAF,47
2021-04,Central Coast Newcastle Line,Employee,15923
2021-04,Central Coast Newcastle Line,Free Travel,1646
2021-04,Central Coast Newcastle Line,School Student,37894
2021-04,Central Coast Newcastle Line,Senior/Pensioner,155770
2021-04,Central Coast Newcastle Line,Sgl Trip Rail Adult,4784
2021-04,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,3283
2021-04,Hunter Line,Adult,21817
2021-04,Hunter Line,CTP,14199
2021-04,Hunter Line,Child/Youth,4788
2021-04,Hunter Line,Concession,5815
2021-04,Hunter Line,Day Pass without SAF,28
2021-04,Hunter Line,Employee,391
2021-04,Hunter Line,Free Travel,196
2021-04,Hunter Line,School Student,2285
2021-04,Hunter Line,Senior/Pensioner,12057
2021-04,Hunter Line,Sgl Trip Rail Adult,219
2021-04,Hunter Line,Sgl Trip Rail Child/Youth,249
2021-04,South Coast Line,Adult,231810
2021-04,South Coast Line,CTP,111004
2021-04,South Coast Line,Child/Youth,27737
2021-04,South Coast Line,Concession,27273
2021-04,South Coast Line,Day Pass Child/Youth w/o SAF,1
2021-04,South Coast Line,Day Pass without SAF,20
2021-04,South Coast Line,Employee,4690
2021-04,South Coast Line,Free Travel,543
2021-04,South Coast Line,School Student,13031
2021-04,South Coast Line,Senior/Pensioner,71507
2021-04,South Coast Line,Sgl Trip Rail Adult,1511
2021-04,South Coast Line,Sgl Trip Rail Child/Youth,1079
2021-04,Southern Highlands Line,Adult,26784
2021-04,Southern Highlands Line,CTP,9921
2021-04,Southern Highlands Line,Child/Youth,5008
2021-04,Southern Highlands Line,Concession,2875
2021-04,Southern Highlands Line,Day Pass without SAF,1
2021-04,Southern Highlands Line,Employee,758
2021-04,Southern Highlands Line,Free Travel,117
2021-04,Southern Highlands Line,School Student,1160
2021-04,Southern Highlands Line,Senior/Pensioner,12446
2021-04,Southern Highlands Line,Sgl Trip Rail Adult,142
2021-04,Southern Highlands Line,Sgl Trip Rail Child/Youth,123
2021-04,T1 North Shore Line,Adult,1578775
2021-04,T1 North Shore Line,CTP,674161
2021-04,T1 North Shore Line,Child/Youth,140999
2021-04,T1 North Shore Line,Concession,188662
2021-04,T1 North Shore Line,Day Pass without SAF,6
2021-04,T1 North Shore Line,Employee,28008
2021-04,T1 North Shore Line,Free Travel,4118
2021-04,T1 North Shore Line,School Student,105938
2021-04,T1 North Shore Line,Senior/Pensioner,253911
2021-04,T1 North Shore Line,Sgl Trip Rail Adult,8306
2021-04,T1 North Shore Line,Sgl Trip Rail Child/Youth,6617
2021-04,T1 Western Line,Adult,1560835
2021-04,T1 Western Line,CTP,518763
2021-04,T1 Western Line,Child/Youth,132138
2021-04,T1 Western Line,Concession,177911
2021-04,T1 Western Line,Day Pass Child/Youth w/o SAF,1
2021-04,T1 Western Line,Day Pass without SAF,249
2021-04,T1 Western Line,Employee,44492
2021-04,T1 Western Line,Free Travel,3532
2021-04,T1 Western Line,School Student,83899
2021-04,T1 Western Line,Senior/Pensioner,296000
2021-04,T1 Western Line,Sgl Trip Rail Adult,11043
2021-04,T1 Western Line,Sgl Trip Rail Child/Youth,9965
2021-04,T2 Inner West Line,Adult,677650
2021-04,T2 Inner West Line,CTP,293438
2021-04,T2 Inner West Line,Child/Youth,46683
2021-04,T2 Inner West Line,Concession,69467
2021-04,T2 Inner West Line,Day Pass without SAF,8
2021-04,T2 Inner West Line,Employee,12230
2021-04,T2 Inner West Line,Free Travel,946
2021-04,T2 Inner West Line,School Student,26828
2021-04,T2 Inner West Line,Senior/Pensioner,112209
2021-04,T2 Inner West Line,Sgl Trip Rail Adult,3202
2021-04,T2 Inner West Line,Sgl Trip Rail Child/Youth,2508
2021-04,T2 Leppington Line,Adult,965328
